,Gender,Age,Education,EducationField,JobRole,YearsAtCompany,BusinessTravel,Department,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHQ,State,AgeWhenHired,MaritalStatus,PercentSalaryHike,StockOptionLevel,MonthlyIncome,Compensation
102,M,30.0,Below College,Life Sciences,Laboratory Technician,10.0,Travel_Rarely,Research & Development,Very High,Medium,Associate,Very High,1.0,Yes,Excellent,High,10.0,1.0,2.0,8.0,3.0,0.0,12.5823,NJ,24.0,Married,12.0,Large Option Plan,5126.0,Low
103,M,35.0,Bachelors,Medical,Research Scientist,6.0,Travel_Rarely,Research & Development,Medium,Medium,Junior Associate,High,1.0,No,Excellent,Low,6.0,3.0,3.0,4.0,0.0,4.0,13.2045,NY,33.0,Single,18.0,No Option Plan,2859.0,Low
104,M,38.0,Bachelors,Medical,Research Scientist,13.0,Non-Travel,Research & Development,Medium,Low,Associate,Very High,7.0,Yes,Excellent,Very High,17.0,3.0,3.0,11.0,1.0,9.0,5.7436,NY,28.0,Divorced,12.0,Small Option Plan,5329.0,High
105,F,34.0,Some College,Medical,Manufacturing Director,5.0,Travel_Rarely,Research & Development,Low,High,Associate,Medium,1.0,No,Excellent,High,5.0,2.0,3.0,2.0,1.0,3.0,15.2515,NJ,26.0,Married,15.0,No Option Plan,4325.0,High
106,F,56.0,Bachelors,Life Sciences,Manufacturing Director,6.0,Travel_Rarely,Research & Development,Very High,Low,Manager,Very High,4.0,No,Excellent,Low,37.0,3.0,2.0,4.0,0.0,2.0,8.7477,NY,27.0,Single,11.0,No Option Plan,7260.0,High
107,M,51.0,Masters,Life Sciences,Laboratory Technician,4.0,Travel_Rarely,Research & Development,Very High,High,Junior Associate,Very High,3.0,No,Outstanding,Medium,10.0,4.0,3.0,2.0,0.0,3.0,11.9944,NY,21.0,Married,23.0,Large Option Plan,2075.0,Low
108,M,30.0,Bachelors,Life Sciences,Healthcare Representative,11.0,Travel_Rarely,Research & Development,High,Medium,Associate,Very High,1.0,No,Excellent,Low,11.0,3.0,3.0,10.0,10.0,8.0,18.8074,NY,28.0,Married,19.0,Small Option Plan,4152.0,Low
109,M,40.0,Masters,Life Sciences,Healthcare Representative,22.0,Travel_Frequently,Research & Development,High,Medium,Executive,Medium,1.0,No,Outstanding,Very High,22.0,3.0,2.0,3.0,11.0,11.0,5.8648,NY,27.0,Married,22.0,Full Option Plan,13503.0,Low
110,M,46.0,Bachelors,Medical,Healthcare Representative,10.0,Travel_Frequently,Research & Development,High,Medium,Manager,Low,2.0,Yes,Excellent,High,21.0,5.0,2.0,9.0,9.0,5.0,10.8628,NY,19.0,Married,13.0,Full Option Plan,10673.0,High
111,F,54.0,Masters,Technical Degree,Research Director,4.0,Travel_Rarely,Finance,Low,High,Manager,High,9.0,No,Excellent,Low,16.0,5.0,1.0,3.0,0.0,3.0,9.6449,NY,41.0,Married,12.0,Full Option Plan,13549.0,Low
112,M,44.0,Bachelors,Medical,Laboratory Technician,3.0,Non-Travel,Finance,Medium,High,Associate,Medium,4.0,No,Excellent,High,17.0,3.0,4.0,2.0,1.0,2.0,15.8955,NJ,25.0,Married,12.0,Full Option Plan,2042.0,Low
113,F,32.0,Below College,Life Sciences,Research Scientist,1.0,Travel_Rarely,Finance,Very High,High,Junior Associate,Low,1.0,No,Excellent,Very High,1.0,2.0,3.0,0.0,0.0,0.0,3.3234,NY,21.0,Single,13.0,No Option Plan,2956.0,High
114,F,34.0,Masters,Other,Research Scientist,16.0,Travel_Rarely,Finance,Low,High,Associate,High,1.0,No,Excellent,High,16.0,3.0,3.0,13.0,2.0,10.0,9.9051,NY,36.0,Single,14.0,No Option Plan,4809.0,High
115,M,37.0,Some College,Life Sciences,Healthcare Representative,1.0,Non-Travel,Finance,High,Medium,Associate,Very High,5.0,No,Excellent,Very High,17.0,2.0,4.0,0.0,0.0,0.0,8.0724,NY,30.0,Divorced,14.0,Full Option Plan,5163.0,High
116,F,50.0,Bachelors,Life Sciences,Research Director,8.0,Travel_Frequently,Research & Development,Low,High,VP to C-Level,Medium,3.0,Yes,Excellent,Low,28.0,1.0,2.0,3.0,0.0,7.0,7.2912,NY,42.0,Married,19.0,No Option Plan,18172.0,Low
117,M,25.0,Below College,Medical,Research Scientist,2.0,Travel_Rarely,Research & Development,Very High,Medium,Junior Associate,Very High,1.0,No,Excellent,High,2.0,2.0,3.0,2.0,2.0,1.0,13.2561,NJ,23.0,Married,11.0,Large Option Plan,2889.0,Low
118,M,22.0,Bachelors,Medical,Laboratory Technician,0.0,Travel_Rarely,Research & Development,Medium,High,Junior Associate,Very High,1.0,No,Excellent,High,1.0,5.0,3.0,0.0,0.0,0.0,15.4926,NY,45.0,Single,15.0,No Option Plan,2871.0,Low
119,M,51.0,Masters,Medical,Healthcare Representative,13.0,Travel_Frequently,Research & Development,Low,Medium,Manager,Low,3.0,No,Outstanding,High,23.0,1.0,2.0,12.0,12.0,8.0,12.2688,NY,22.0,Single,20.0,No Option Plan,7484.0,Low
120,F,24.0,Below College,Life Sciences,Laboratory Technician,5.0,Travel_Rarely,Research & Development,Medium,High,Junior Associate,High,0.0,No,Excellent,High,6.0,2.0,3.0,3.0,1.0,2.0,6.2787,NJ,49.0,Married,12.0,Full Option Plan,2774.0,Low
121,F,34.0,Masters,Life Sciences,Research Scientist,1.0,Travel_Rarely,Information Technology,High,Medium,Associate,Medium,6.0,No,Excellent,High,12.0,3.0,3.0,0.0,0.0,0.0,3.7432,NY,24.0,Divorced,15.0,Full Option Plan,4505.0,High
122,F,34.0,Bachelors,Medical,Manager,11.0,Travel_Rarely,Information Technology,High,Medium,Manager,Low,2.0,No,Excellent,Very High,14.0,6.0,3.0,10.0,5.0,8.0,10.5383,NJ,42.0,Single,12.0,No Option Plan,11631.0,Low
123,M,36.0,Some College,Life Sciences,Laboratory Technician,1.0,Travel_Rarely,Information Technology,Low,High,Junior Associate,Very High,5.0,No,Outstanding,Low,7.0,2.0,3.0,0.0,0.0,0.0,15.1336,NY,45.0,Divorced,22.0,Full Option Plan,2835.0,Low
124,F,30.0,Bachelors,Life Sciences,Research Scientist,10.0,Travel_Frequently,Information Technology,Low,Low,Junior Associate,High,1.0,No,Outstanding,High,10.0,2.0,2.0,7.0,0.0,9.0,1.5185,NY,27.0,Divorced,25.0,Small Option Plan,2613.0,High
125,M,51.0,Bachelors,Life Sciences,Research Director,20.0,Travel_Rarely,Information Technology,Low,High,VP to C-Level,High,7.0,No,Excellent,High,23.0,5.0,3.0,18.0,15.0,15.0,12.6574,NY,38.0,Single,13.0,No Option Plan,19537.0,High
126,F,26.0,Bachelors,Other,Research Scientist,5.0,Travel_Rarely,Information Technology,High,Medium,Junior Associate,Medium,1.0,No,Excellent,High,5.0,3.0,2.0,4.0,4.0,3.0,17.3473,NY,28.0,Married,19.0,No Option Plan,2368.0,High
127,M,22.0,Below College,Technical Degree,Laboratory Technician,2.0,Travel_Rarely,Operations,High,High,Junior Associate,Very High,0.0,No,Excellent,High,3.0,2.0,3.0,1.0,2.0,1.0,13.3131,NY,21.0,Married,14.0,Full Option Plan,2523.0,High
128,M,49.0,Masters,Medical,Manufacturing Director,15.0,Travel_Rarely,Operations,High,High,Associate,Low,1.0,No,Excellent,High,16.0,2.0,2.0,11.0,5.0,11.0,18.2046,NJ,43.0,Married,14.0,No Option Plan,6567.0,Low
129,F,43.0,Bachelors,Medical,Research Scientist,3.0,Travel_Frequently,Operations,Medium,Very High,Junior Associate,High,4.0,No,Excellent,Very High,18.0,2.0,3.0,2.0,1.0,2.0,11.151,NY,37.0,Single,12.0,No Option Plan,4739.0,Low
130,M,36.0,Some College,Medical,Manufacturing Director,3.0,Travel_Rarely,Operations,Medium,High,Associate,Medium,6.0,No,Outstanding,Very High,7.0,0.0,3.0,2.0,0.0,1.0,14.9258,NY,35.0,Divorced,20.0,Large Option Plan,4941.0,Low
131,M,45.0,Bachelors,Medical,Research Scientist,6.0,Travel_Rarely,Operations,High,High,Junior Associate,Very High,5.0,No,Excellent,Medium,9.0,2.0,2.0,5.0,0.0,3.0,33.2581,NJ,28.0,Single,13.0,No Option Plan,3452.0,Low
132,F,38.0,Doctorate,Technical Degree,Research Scientist,3.0,Travel_Rarely,Operations,Very High,High,Associate,High,3.0,Yes,Outstanding,Medium,19.0,2.0,3.0,2.0,2.0,2.0,34.6113,NJ,29.0,Single,20.0,No Option Plan,4317.0,Low
133,F,30.0,Bachelors,Life Sciences,Research Scientist,5.0,Travel_Rarely,Research & Development,Low,High,Junior Associate,High,1.0,No,Excellent,High,5.0,4.0,2.0,4.0,0.0,4.0,22.4105,NJ,49.0,Single,14.0,No Option Plan,2632.0,High
134,F,30.0,Bachelors,Technical Degree,Research Scientist,3.0,Travel_Rarely,Research & Development,Very High,High,Junior Associate,Low,5.0,No,Excellent,Very High,8.0,3.0,3.0,2.0,2.0,2.0,22.7488,NJ,39.0,Divorced,14.0,Full Option Plan,3204.0,Low
135,M,30.0,Below College,Medical,Laboratory Technician,5.0,Travel_Rarely,Research & Development,Medium,Medium,Junior Associate,Very High,0.0,No,Excellent,Very High,6.0,3.0,3.0,3.0,1.0,2.0,25.6722,NJ,31.0,Single,13.0,No Option Plan,2720.0,High
136,M,41.0,Bachelors,Life Sciences,Manager,7.0,Travel_Frequently,Research & Development,Very High,Medium,Executive,Low,4.0,No,Excellent,Medium,21.0,2.0,2.0,6.0,7.0,7.0,29.2513,NJ,45.0,Divorced,13.0,Full Option Plan,17181.0,High
137,M,41.0,Masters,Life Sciences,Laboratory Technician,5.0,Travel_Rarely,Research & Development,High,High,Junior Associate,Low,2.0,No,Outstanding,Very High,7.0,2.0,3.0,0.0,1.0,4.0,18.8563,NY,30.0,Married,21.0,Full Option Plan,2238.0,High
138,M,19.0,Below College,Medical,Laboratory Technician,1.0,Travel_Rarely,Research & Development,Medium,High,Junior Associate,Medium,1.0,No,Excellent,Very High,1.0,3.0,3.0,0.0,0.0,0.0,35.2596,NJ,41.0,Single,14.0,No Option Plan,1483.0,High
139,F,40.0,Bachelors,Medical,Research Scientist,20.0,Travel_Frequently,Marketing,Medium,High,Associate,Medium,1.0,No,Excellent,Low,20.0,2.0,3.0,7.0,2.0,13.0,11.4206,NY,45.0,Divorced,11.0,Full Option Plan,5605.0,High
140,M,45.0,Bachelors,Life Sciences,Laboratory Technician,17.0,Travel_Rarely,Marketing,Medium,High,Associate,Medium,8.0,No,Excellent,High,20.0,2.0,1.0,9.0,0.0,15.0,9.8718,NJ,24.0,Divorced,18.0,Full Option Plan,2348.0,High
141,F,29.0,Below College,Technical Degree,Manufacturing Director,10.0,Non-Travel,Marketing,Very High,High,Associate,High,1.0,No,Excellent,Low,10.0,1.0,3.0,7.0,0.0,9.0,30.1095,NJ,24.0,Married,13.0,Full Option Plan,4319.0,High
142,F,51.0,Masters,Medical,Manufacturing Director,1.0,Travel_Rarely,Marketing,Medium,Medium,Associate,High,2.0,No,Excellent,High,10.0,2.0,3.0,0.0,0.0,0.0,7.1218,NY,41.0,Married,17.0,No Option Plan,6132.0,High
143,M,58.0,Bachelors,Medical,Research Scientist,1.0,Travel_Rarely,Marketing,Medium,Medium,Junior Associate,Medium,4.0,Yes,Outstanding,Medium,9.0,3.0,2.0,0.0,0.0,0.0,36.6446,NJ,21.0,Married,20.0,Full Option Plan,3346.0,High
144,F,22.0,Below College,Medical,Research Scientist,2.0,Travel_Rarely,Research & Development,High,High,Junior Associate,Very High,1.0,No,Outstanding,Low,2.0,6.0,3.0,2.0,2.0,2.0,33.9888,NJ,43.0,Married,24.0,Large Option Plan,2323.0,High
145,M,27.0,Bachelors,Medical,Research Scientist,2.0,Non-Travel,Research & Development,Very High,High,Junior Associate,Medium,6.0,No,Excellent,Very High,6.0,1.0,1.0,2.0,2.0,2.0,39.0208,NJ,41.0,Divorced,18.0,Full Option Plan,2024.0,Low
146,M,28.0,Bachelors,Medical,Research Scientist,5.0,Travel_Rarely,Research & Development,High,High,Junior Associate,Very High,1.0,No,Excellent,High,5.0,2.0,1.0,2.0,0.0,2.0,30.6207,NJ,27.0,Married,11.0,Full Option Plan,2713.0,High
147,F,57.0,Some College,Life Sciences,Healthcare Representative,5.0,Travel_Rarely,Marketing,High,Very High,Manager,Very High,3.0,Yes,Excellent,Medium,12.0,2.0,1.0,3.0,1.0,4.0,32.2195,NJ,43.0,Divorced,16.0,Full Option Plan,9439.0,Low
148,F,27.0,Bachelors,Medical,Research Scientist,1.0,Non-Travel,Marketing,High,Medium,Junior Associate,High,1.0,Yes,Excellent,Very High,1.0,2.0,2.0,1.0,0.0,1.0,35.0739,NJ,38.0,Divorced,15.0,Full Option Plan,2566.0,High
149,F,50.0,Bachelors,Life Sciences,Manager,5.0,Travel_Rarely,Marketing,High,High,VP to C-Level,Medium,3.0,No,Excellent,Medium,21.0,5.0,3.0,4.0,4.0,4.0,38.4798,NJ,26.0,Single,15.0,No Option Plan,19926.0,High
150,M,41.0,Bachelors,Life Sciences,Research Scientist,9.0,Travel_Rarely,Marketing,Low,High,Junior Associate,High,4.0,No,Excellent,Low,13.0,2.0,3.0,8.0,1.0,8.0,33.6109,NJ,49.0,Divorced,12.0,Full Option Plan,2451.0,Low
151,M,32.0,Doctorate,Life Sciences,Research Scientist,5.0,Travel_Rarely,Marketing,High,High,Junior Associate,High,3.0,No,Outstanding,Low,8.0,2.0,3.0,4.0,1.0,4.0,37.233,NJ,29.0,Single,20.0,No Option Plan,3038.0,High
152,M,27.0,Bachelors,Technical Degree,Research Scientist,5.0,Travel_Rarely,Research & Development,High,High,Junior Associate,Medium,0.0,Yes,Excellent,Very High,6.0,3.0,2.0,2.0,1.0,1.0,28.916,NJ,35.0,Married,16.0,Full Option Plan,3058.0,High
153,M,36.0,Some College,Medical,Laboratory Technician,8.0,Travel_Frequently,Operations,Very High,High,Junior Associate,Medium,4.0,No,Excellent,High,13.0,3.0,2.0,7.0,7.0,2.0,33.0297,NJ,37.0,Single,12.0,No Option Plan,2088.0,High
154,M,30.0,Bachelors,Medical,Laboratory Technician,12.0,Non-Travel,Operations,High,High,Associate,Low,1.0,No,Excellent,High,12.0,4.0,3.0,9.0,6.0,10.0,9.3164,NY,37.0,Divorced,11.0,Large Option Plan,3072.0,High
155,M,56.0,Bachelors,Life Sciences,Research Scientist,2.0,Travel_Rarely,Operations,High,High,Junior Associate,Low,4.0,Yes,Excellent,High,19.0,3.0,3.0,2.0,2.0,2.0,37.2084,NJ,30.0,Divorced,18.0,Full Option Plan,4257.0,High
156,M,33.0,Bachelors,Life Sciences,Research Scientist,3.0,Travel_Rarely,Operations,High,High,Junior Associate,Very High,0.0,No,Excellent,Low,4.0,2.0,4.0,1.0,0.0,2.0,11.145,NY,50.0,Single,14.0,No Option Plan,2500.0,High
157,F,38.0,Some College,Life Sciences,Laboratory Technician,2.0,Travel_Rarely,Operations,High,High,Junior Associate,Very High,1.0,No,Excellent,High,2.0,3.0,3.0,2.0,2.0,1.0,38.4046,NY,23.0,Single,12.0,No Option Plan,2288.0,High
158,F,31.0,Below College,Medical,Research Scientist,4.0,Travel_Rarely,Operations,High,High,Junior Associate,Very High,8.0,Yes,Outstanding,High,7.0,0.0,3.0,2.0,0.0,2.0,31.7849,NJ,28.0,Married,23.0,Full Option Plan,3929.0,High
159,M,34.0,Some College,Medical,Research Scientist,3.0,Travel_Rarely,Operations,Very High,High,Junior Associate,Medium,2.0,No,Excellent,Very High,9.0,3.0,3.0,2.0,1.0,2.0,29.0417,NJ,24.0,Single,15.0,No Option Plan,2311.0,High
160,F,50.0,Bachelors,Medical,Laboratory Technician,3.0,Travel_Rarely,Research & Development,High,Medium,Junior Associate,High,2.0,No,Excellent,Very High,5.0,2.0,2.0,2.0,0.0,2.0,24.3274,NJ,28.0,Married,15.0,Full Option Plan,3690.0,High
161,M,53.0,Some College,Medical,Manufacturing Director,4.0,Travel_Rarely,Research & Development,Very High,Very High,Associate,Low,1.0,No,Excellent,High,5.0,3.0,3.0,2.0,1.0,3.0,13.7917,NY,37.0,Divorced,11.0,Large Option Plan,4450.0,High
162,F,33.0,Bachelors,Medical,Research Scientist,8.0,Travel_Rarely,Research & Development,Very High,High,Junior Associate,Medium,1.0,No,Excellent,Very High,8.0,5.0,3.0,7.0,1.0,6.0,23.3508,NJ,25.0,Married,13.0,Full Option Plan,2756.0,High
163,M,40.0,Below College,Medical,Manager,20.0,Travel_Rarely,Research & Development,Very High,High,VP to C-Level,High,1.0,No,Excellent,Medium,21.0,2.0,3.0,8.0,9.0,9.0,9.6919,NJ,26.0,Married,14.0,Full Option Plan,19033.0,High
164,M,55.0,Masters,Medical,Research Director,24.0,Travel_Rarely,Research & Development,High,Very High,VP to C-Level,Medium,8.0,No,Excellent,Very High,36.0,3.0,3.0,15.0,2.0,15.0,37.127,NJ,30.0,Single,11.0,No Option Plan,18722.0,High
165,M,34.0,Below College,Life Sciences,Manufacturing Director,10.0,Travel_Frequently,Research & Development,Very High,Medium,Associate,High,1.0,No,Excellent,High,10.0,2.0,2.0,9.0,1.0,9.0,1.5742,NY,38.0,Married,17.0,No Option Plan,9547.0,Low
166,M,51.0,Bachelors,Medical,Healthcare Representative,7.0,Travel_Rarely,Research & Development,Very High,High,Executive,Medium,3.0,No,Excellent,High,21.0,6.0,3.0,7.0,1.0,0.0,39.8039,NY,28.0,Single,18.0,No Option Plan,13734.0,Low
167,M,52.0,Masters,Life Sciences,Manager,33.0,Travel_Rarely,Finance,High,Medium,VP to C-Level,High,0.0,No,Excellent,Low,34.0,5.0,3.0,18.0,11.0,9.0,26.4112,NJ,50.0,Married,14.0,Full Option Plan,19999.0,High
168,M,27.0,Bachelors,Medical,Research Scientist,7.0,Travel_Rarely,Finance,Very High,High,Junior Associate,Medium,1.0,No,Excellent,Very High,7.0,2.0,2.0,7.0,0.0,3.0,32.1785,NJ,22.0,Single,16.0,No Option Plan,2279.0,High
169,M,43.0,Bachelors,Medical,Research Scientist,5.0,Non-Travel,Finance,Very High,Very High,Junior Associate,Very High,4.0,No,Excellent,Very High,7.0,3.0,4.0,4.0,2.0,2.0,12.6471,NJ,30.0,Divorced,14.0,Small Option Plan,2089.0,Low
170,M,45.0,Some College,Medical,Manager,20.0,Non-Travel,Finance,Low,Medium,Executive,Very High,9.0,No,Outstanding,Very High,22.0,1.0,3.0,8.0,11.0,8.0,13.4568,NY,50.0,Married,23.0,Full Option Plan,16792.0,Low
171,F,37.0,Bachelors,Life Sciences,Research Scientist,8.0,Travel_Rarely,Finance,Medium,Very High,Junior Associate,Low,1.0,Yes,Excellent,Low,8.0,3.0,2.0,7.0,1.0,7.0,14.9717,NJ,43.0,Married,12.0,Full Option Plan,3564.0,High
172,F,35.0,Bachelors,Medical,Laboratory Technician,6.0,Travel_Frequently,Research & Development,Medium,High,Associate,Medium,5.0,No,Excellent,Very High,10.0,5.0,3.0,2.0,1.0,2.0,12.256,NY,22.0,Single,11.0,No Option Plan,4425.0,High
173,M,42.0,Some College,Medical,Manufacturing Director,5.0,Non-Travel,Information Technology,High,High,Associate,High,2.0,No,Excellent,Medium,11.0,5.0,3.0,3.0,0.0,2.0,35.6762,NJ,39.0,Divorced,16.0,Full Option Plan,5265.0,High
174,M,38.0,Masters,Life Sciences,Manufacturing Director,1.0,Travel_Rarely,Information Technology,Very High,High,Associate,High,9.0,No,Excellent,Medium,14.0,3.0,3.0,0.0,0.0,0.0,27.3938,NJ,32.0,Married,14.0,No Option Plan,6553.0,High
175,M,38.0,Bachelors,Technical Degree,Manufacturing Director,7.0,Travel_Rarely,Information Technology,Very High,High,Associate,Very High,3.0,No,Excellent,Low,9.0,3.0,1.0,7.0,1.0,7.0,34.5399,NJ,25.0,Married,18.0,Full Option Plan,6261.0,Low
176,M,27.0,Below College,Technical Degree,Manufacturing Director,2.0,Travel_Frequently,Information Technology,High,Medium,Associate,Low,5.0,No,Excellent,High,6.0,1.0,3.0,2.0,2.0,0.0,9.6238,NJ,32.0,Married,19.0,Full Option Plan,4298.0,High
177,F,49.0,Masters,Life Sciences,Manufacturing Director,7.0,Non-Travel,Information Technology,Very High,High,Associate,Very High,1.0,Yes,Excellent,Low,7.0,0.0,3.0,7.0,1.0,7.0,34.813,NJ,50.0,Divorced,15.0,Large Option Plan,6804.0,Low
178,F,34.0,Masters,Medical,Research Scientist,5.0,Travel_Frequently,Information Technology,Very High,High,Junior Associate,High,1.0,Yes,Excellent,Very High,5.0,4.0,4.0,3.0,2.0,0.0,39.5906,NJ,33.0,Divorced,17.0,Full Option Plan,3815.0,High
179,M,40.0,Some College,Medical,Laboratory Technician,7.0,Travel_Rarely,Research & Development,High,High,Associate,Very High,8.0,Yes,Excellent,High,15.0,2.0,4.0,2.0,3.0,7.0,2.8726,NY,48.0,Married,15.0,Full Option Plan,2741.0,High
180,F,22.0,Bachelors,Life Sciences,Research Scientist,4.0,Travel_Rarely,Research & Development,Very High,Very High,Junior Associate,Medium,1.0,Yes,Excellent,Low,4.0,2.0,2.0,2.0,2.0,2.0,38.2842,NJ,44.0,Divorced,16.0,Full Option Plan,2328.0,High
181,F,36.0,Below College,Medical,Laboratory Technician,8.0,Travel_Frequently,Research & Development,Medium,High,Junior Associate,Very High,1.0,No,Excellent,Low,8.0,2.0,3.0,1.0,1.0,7.0,17.9879,NJ,45.0,Single,13.0,No Option Plan,2153.0,Low
182,M,40.0,Doctorate,Life Sciences,Healthcare Representative,3.0,Non-Travel,Research & Development,Very High,Medium,Associate,Very High,9.0,No,Excellent,Very High,5.0,5.0,1.0,2.0,0.0,2.0,14.6391,NJ,36.0,Married,14.0,Full Option Plan,4876.0,High
183,M,46.0,Masters,Medical,Healthcare Representative,4.0,Travel_Rarely,Research & Development,Very High,High,Manager,Low,7.0,No,Excellent,High,17.0,3.0,3.0,2.0,0.0,3.0,36.3495,NJ,38.0,Divorced,16.0,Full Option Plan,9396.0,Low
184,M,30.0,Below College,Life Sciences,Manufacturing Director,11.0,Non-Travel,Research & Development,High,Medium,Manager,High,1.0,No,Outstanding,High,12.0,2.0,3.0,8.0,5.0,8.0,34.6524,NJ,29.0,Single,22.0,No Option Plan,8474.0,Low
185,M,51.0,Masters,Life Sciences,Research Director,10.0,Travel_Rarely,Research & Development,Medium,Medium,Manager,Medium,5.0,No,Excellent,Very High,16.0,5.0,1.0,9.0,4.0,7.0,35.0499,NJ,46.0,Married,16.0,Large Option Plan,12490.0,High
186,F,36.0,Some College,Life Sciences,Laboratory Technician,13.0,Travel_Rarely,Research & Development,Very High,High,Associate,Medium,8.0,No,Excellent,Very High,16.0,3.0,4.0,11.0,3.0,7.0,36.158,NY,38.0,Single,16.0,No Option Plan,5914.0,High
187,M,33.0,Masters,Medical,Research Scientist,3.0,Travel_Rarely,Research & Development,High,Medium,Junior Associate,Medium,6.0,No,Outstanding,Very High,7.0,3.0,3.0,2.0,1.0,1.0,35.3418,NJ,21.0,Married,21.0,No Option Plan,2622.0,High
188,F,37.0,Bachelors,Other,Research Director,10.0,Travel_Frequently,Research & Development,Medium,High,Manager,Very High,1.0,Yes,Excellent,High,10.0,1.0,3.0,8.0,0.0,7.0,16.0365,NJ,31.0,Divorced,14.0,Small Option Plan,12185.0,Low
189,F,31.0,Masters,Medical,Manufacturing Director,5.0,Non-Travel,Research & Development,High,Low,Associate,High,0.0,No,Excellent,Very High,6.0,2.0,3.0,4.0,1.0,4.0,28.3837,NJ,19.0,Married,12.0,Full Option Plan,4345.0,High
190,F,59.0,Bachelors,Life Sciences,Research Scientist,1.0,Travel_Rarely,Finance,High,Medium,Junior Associate,Very High,3.0,No,Excellent,Low,7.0,6.0,3.0,0.0,0.0,0.0,50.7572,NJ,20.0,Married,17.0,Full Option Plan,2177.0,High
191,F,52.0,Bachelors,Life Sciences,Laboratory Technician,2.0,Travel_Rarely,Finance,High,Medium,Junior Associate,Very High,7.0,No,Excellent,Medium,6.0,3.0,2.0,2.0,2.0,2.0,56.7768,NJ,35.0,Single,15.0,No Option Plan,3212.0,High
192,M,42.0,Some College,Technical Degree,Manager,22.0,Travel_Rarely,Finance,High,High,VP to C-Level,Very High,1.0,No,Excellent,Very High,22.0,3.0,3.0,17.0,11.0,15.0,41.0415,NJ,24.0,Married,11.0,No Option Plan,19232.0,High
193,F,39.0,Masters,Medical,Laboratory Technician,3.0,Travel_Rarely,Finance,High,High,Junior Associate,High,7.0,No,Excellent,High,7.0,1.0,3.0,2.0,1.0,2.0,28.7956,NJ,47.0,Divorced,14.0,Small Option Plan,2232.0,High
194,M,41.0,Some College,Life Sciences,Research Scientist,1.0,Travel_Rarely,Finance,High,High,Associate,Low,2.0,No,Excellent,Low,17.0,2.0,2.0,0.0,0.0,0.0,4.0204,NY,27.0,Divorced,16.0,Large Option Plan,3072.0,High
195,M,40.0,Some College,Technical Degree,Research Scientist,9.0,Travel_Rarely,Research & Development,Low,High,Associate,Very High,1.0,No,Excellent,Low,9.0,3.0,3.0,8.0,4.0,7.0,36.5669,NJ,27.0,Divorced,17.0,Large Option Plan,3319.0,High
196,F,45.0,Bachelors,Other,Manager,24.0,Travel_Rarely,Research & Development,High,Very High,VP to C-Level,Very High,0.0,No,Excellent,High,25.0,2.0,3.0,0.0,1.0,7.0,53.602,NJ,47.0,Married,11.0,Full Option Plan,19202.0,Low
197,F,31.0,Masters,Medical,Research Director,2.0,Travel_Frequently,Operations,Medium,High,Manager,High,9.0,No,Excellent,Low,9.0,3.0,3.0,2.0,2.0,2.0,33.0977,NJ,26.0,Divorced,12.0,Full Option Plan,13675.0,Low
198,F,33.0,Masters,Life Sciences,Research Scientist,2.0,Travel_Rarely,Operations,High,Medium,Junior Associate,Very High,1.0,No,Excellent,High,2.0,2.0,2.0,2.0,0.0,2.0,13.8243,NJ,40.0,Married,13.0,Full Option Plan,2911.0,High
