,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Status,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
180,0_to_200,26,all_credits_paid_back,furniture,3416,less_100,1_to_4,3,majority,none,1,savings_insurance,19,stores,own,1,unskilled,1,none,yes,No Risk
181,0_to_200,13,prior_payments_delayed,radio_tv,3910,less_100,less_1,3,majority,none,3,car_other,36,stores,own,2,unskilled,1,none,yes,No Risk
182,less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,minority,none,2,real_estate,22,none,own,1,skilled,1,none,yes,Risk
183,no_checking,46,outstanding_credit,other,8464,500_to_1000,4_to_7,5,majority,none,4,car_other,47,none,free,2,management_self-employed,1,none,yes,No Risk
184,greater_200,8,credits_paid_to_date,vacation,2674,less_100,less_1,3,minority,none,2,savings_insurance,21,none,own,2,management_self-employed,1,none,yes,Risk
185,no_checking,27,prior_payments_delayed,appliances,5893,100_to_500,greater_7,5,minority,none,4,car_other,46,none,free,2,skilled,1,none,yes,Risk
186,greater_200,24,credits_paid_to_date,radio_tv,5600,less_100,less_1,4,majority,none,3,car_other,38,stores,own,2,unskilled,1,none,yes,No Risk
187,0_to_200,21,credits_paid_to_date,car_new,2442,less_100,4_to_7,3,majority,none,4,real_estate,47,none,own,1,management_self-employed,1,none,yes,No Risk
188,no_checking,11,credits_paid_to_date,furniture,2187,less_100,1_to_4,3,minority,none,2,real_estate,33,none,own,1,skilled,1,yes,yes,Risk
189,0_to_200,36,outstanding_credit,appliances,5495,unknown,greater_7,5,minority,none,3,unknown,49,none,own,2,skilled,2,yes,yes,Risk
190,no_checking,8,prior_payments_delayed,radio_tv,2254,100_to_500,greater_7,4,majority,none,4,savings_insurance,43,none,own,1,management_self-employed,1,none,yes,No Risk
191,less_0,8,prior_payments_delayed,furniture,1832,less_100,4_to_7,3,majority,none,3,real_estate,31,none,rent,1,skilled,1,none,yes,No Risk
192,no_checking,27,outstanding_credit,radio_tv,2996,unknown,4_to_7,4,majority,none,3,savings_insurance,36,none,own,2,skilled,1,yes,yes,No Risk
193,0_to_200,15,credits_paid_to_date,furniture,3322,100_to_500,4_to_7,3,minority,none,2,car_other,34,none,own,2,skilled,1,yes,yes,Risk
194,no_checking,9,credits_paid_to_date,car_new,1884,less_100,less_1,2,minority,none,3,savings_insurance,27,stores,own,1,unskilled,1,yes,yes,Risk
195,less_0,10,all_credits_paid_back,car_new,250,less_100,less_1,1,minority,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
196,greater_200,33,prior_payments_delayed,furniture,1231,100_to_500,1_to_4,3,majority,none,2,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk
197,no_checking,25,prior_payments_delayed,business,6453,greater_1000,greater_7,4,majority,none,3,car_other,48,none,own,2,skilled,1,none,yes,No Risk
198,no_checking,27,prior_payments_delayed,furniture,7158,100_to_500,greater_7,5,majority,none,3,car_other,37,stores,own,2,unskilled,1,none,yes,No Risk
199,0_to_200,31,outstanding_credit,furniture,5702,100_to_500,greater_7,3,minority,none,4,unknown,47,none,own,2,skilled,1,yes,yes,Risk
200,0_to_200,14,credits_paid_to_date,car_new,2886,100_to_500,unemployed,1,majority,none,1,savings_insurance,29,stores,own,1,skilled,1,none,yes,No Risk
201,less_0,15,prior_payments_delayed,furniture,2746,500_to_1000,greater_7,3,majority,none,1,car_other,41,stores,own,2,skilled,1,none,yes,No Risk
202,no_checking,9,prior_payments_delayed,radio_tv,3533,greater_1000,greater_7,3,majority,none,4,car_other,38,none,own,1,skilled,1,none,yes,No Risk
203,0_to_200,17,prior_payments_delayed,furniture,2292,100_to_500,1_to_4,3,majority,none,3,car_other,36,none,own,2,management_self-employed,1,none,yes,No Risk
204,0_to_200,4,all_credits_paid_back,car_new,250,100_to_500,less_1,2,minority,none,3,real_estate,26,bank,rent,1,unskilled,1,none,yes,Risk
205,0_to_200,16,prior_payments_delayed,radio_tv,2208,less_100,greater_7,4,minority,none,3,car_other,43,none,free,2,skilled,1,yes,yes,Risk
206,less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,1,minority,none,2,savings_insurance,21,none,rent,1,skilled,1,none,yes,Risk
207,less_0,15,credits_paid_to_date,car_new,3012,less_100,1_to_4,2,majority,none,1,real_estate,27,none,own,1,skilled,1,none,yes,No Risk
208,no_checking,8,prior_payments_delayed,furniture,1073,unknown,4_to_7,3,majority,none,3,car_other,46,none,own,1,skilled,1,yes,yes,No Risk
209,no_checking,27,prior_payments_delayed,appliances,4164,100_to_500,4_to_7,3,minority,none,4,savings_insurance,54,none,own,1,skilled,1,none,yes,Risk
210,no_checking,29,outstanding_credit,repairs,4794,500_to_1000,4_to_7,4,majority,none,3,unknown,30,none,own,1,skilled,1,yes,yes,No Risk
211,0_to_200,14,credits_paid_to_date,vacation,2511,100_to_500,1_to_4,2,minority,none,1,real_estate,29,none,own,1,skilled,1,none,yes,Risk
212,0_to_200,20,prior_payments_delayed,radio_tv,3424,greater_1000,1_to_4,2,majority,none,3,unknown,27,none,own,1,skilled,1,yes,yes,No Risk
213,no_checking,44,outstanding_credit,appliances,7532,greater_1000,greater_7,4,majority,co-applicant,3,unknown,47,none,own,2,skilled,1,none,yes,No Risk
214,no_checking,41,credits_paid_to_date,appliances,2901,100_to_500,4_to_7,4,minority,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,Risk
215,no_checking,36,outstanding_credit,repairs,5673,unknown,greater_7,5,majority,none,4,unknown,48,none,own,2,skilled,1,none,yes,No Risk
216,greater_200,17,credits_paid_to_date,car_new,250,greater_1000,less_1,1,majority,co-applicant,2,real_estate,40,none,own,1,skilled,1,yes,yes,No Risk
217,less_0,14,all_credits_paid_back,car_used,1543,less_100,less_1,2,minority,none,2,real_estate,21,none,rent,1,skilled,1,none,yes,Risk
218,0_to_200,4,all_credits_paid_back,car_used,1008,less_100,unemployed,2,minority,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,Risk
219,less_0,11,prior_payments_delayed,furniture,1546,500_to_1000,4_to_7,3,majority,none,3,savings_insurance,28,none,own,2,skilled,1,yes,yes,No Risk
220,no_checking,10,credits_paid_to_date,car_used,5056,less_100,4_to_7,3,majority,none,3,savings_insurance,47,none,own,3,skilled,1,yes,yes,No Risk
221,no_checking,28,outstanding_credit,car_used,4926,500_to_1000,1_to_4,3,majority,none,3,savings_insurance,38,none,own,2,skilled,2,yes,no,No Risk
222,0_to_200,44,prior_payments_delayed,appliances,5045,unknown,greater_7,4,majority,guarantor,4,unknown,36,stores,free,2,unskilled,1,yes,yes,No Risk
223,no_checking,26,prior_payments_delayed,education,5740,100_to_500,4_to_7,4,minority,none,4,car_other,43,none,own,2,management_self-employed,1,yes,yes,Risk
224,no_checking,36,prior_payments_delayed,other,3114,unknown,4_to_7,3,majority,none,4,savings_insurance,27,bank,own,1,unemployed,1,none,yes,No Risk
225,less_0,26,credits_paid_to_date,car_used,3243,less_100,1_to_4,3,majority,none,3,car_other,36,none,own,1,skilled,1,none,yes,No Risk
226,less_0,8,all_credits_paid_back,car_used,250,100_to_500,unemployed,1,majority,none,2,real_estate,20,bank,rent,1,unemployed,1,none,yes,No Risk
227,0_to_200,15,prior_payments_delayed,vacation,5913,less_100,1_to_4,4,majority,none,2,unknown,40,none,own,2,management_self-employed,1,none,yes,No Risk
228,no_checking,29,outstanding_credit,appliances,6238,500_to_1000,4_to_7,3,majority,none,3,car_other,41,none,own,1,skilled,1,none,yes,No Risk
229,less_0,11,all_credits_paid_back,car_new,250,less_100,unemployed,1,majority,none,1,real_estate,26,bank,rent,1,unskilled,1,none,yes,No Risk
230,less_0,16,prior_payments_delayed,appliances,250,less_100,4_to_7,1,majority,none,2,savings_insurance,22,stores,own,1,unskilled,1,none,yes,No Risk
231,less_0,13,all_credits_paid_back,car_new,393,less_100,4_to_7,3,majority,none,2,real_estate,28,none,own,1,skilled,1,none,yes,No Risk
232,less_0,7,all_credits_paid_back,car_used,250,less_100,less_1,2,minority,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,Risk
233,no_checking,29,prior_payments_delayed,car_used,8862,unknown,greater_7,5,majority,co-applicant,5,unknown,53,none,free,3,skilled,2,yes,yes,No Risk
234,less_0,12,all_credits_paid_back,furniture,250,less_100,1_to_4,1,minority,none,1,real_estate,25,stores,rent,1,skilled,1,none,yes,Risk
235,0_to_200,16,credits_paid_to_date,furniture,3881,less_100,less_1,2,minority,co-applicant,3,savings_insurance,43,none,own,1,skilled,1,yes,yes,Risk
236,0_to_200,4,all_credits_paid_back,car_used,250,less_100,1_to_4,2,minority,none,1,savings_insurance,22,none,rent,1,skilled,1,none,yes,Risk
237,less_0,10,credits_paid_to_date,car_used,652,less_100,4_to_7,2,majority,none,1,savings_insurance,33,stores,own,1,skilled,1,none,yes,No Risk
238,0_to_200,32,credits_paid_to_date,car_used,2703,100_to_500,4_to_7,4,majority,none,4,car_other,31,bank,own,1,unemployed,1,yes,yes,No Risk
239,less_0,13,all_credits_paid_back,car_used,1820,100_to_500,unemployed,2,minority,none,3,car_other,28,none,rent,2,skilled,2,none,yes,Risk
240,no_checking,25,prior_payments_delayed,radio_tv,1668,100_to_500,4_to_7,3,minority,none,4,savings_insurance,49,none,free,1,skilled,1,yes,yes,Risk
241,no_checking,40,prior_payments_delayed,appliances,7301,greater_1000,greater_7,5,majority,co-applicant,4,savings_insurance,48,none,free,3,skilled,2,yes,yes,No Risk
242,no_checking,41,outstanding_credit,repairs,3423,unknown,greater_7,5,majority,none,5,savings_insurance,56,none,free,2,skilled,1,yes,yes,No Risk
243,no_checking,30,prior_payments_delayed,appliances,6703,unknown,greater_7,4,majority,none,3,car_other,54,none,own,2,skilled,1,yes,yes,No Risk
244,0_to_200,22,credits_paid_to_date,repairs,812,less_100,4_to_7,3,majority,none,2,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,No Risk
245,0_to_200,13,prior_payments_delayed,furniture,2735,500_to_1000,4_to_7,2,minority,none,3,savings_insurance,45,stores,rent,2,skilled,1,none,yes,Risk
246,less_0,28,credits_paid_to_date,radio_tv,530,less_100,1_to_4,2,majority,none,2,real_estate,32,stores,own,1,skilled,1,none,yes,No Risk
247,less_0,17,credits_paid_to_date,retraining,2119,less_100,1_to_4,3,minority,none,2,savings_insurance,23,bank,rent,1,unskilled,1,none,yes,Risk
248,no_checking,26,outstanding_credit,furniture,3573,greater_1000,greater_7,5,minority,none,5,car_other,39,none,own,2,skilled,1,none,yes,Risk
249,no_checking,25,prior_payments_delayed,education,6921,greater_1000,greater_7,4,majority,none,3,unknown,50,none,own,3,skilled,2,yes,yes,No Risk
250,0_to_200,4,credits_paid_to_date,car_new,1652,500_to_1000,1_to_4,3,majority,none,3,savings_insurance,28,none,rent,1,skilled,2,none,yes,No Risk
251,less_0,23,prior_payments_delayed,furniture,3379,less_100,greater_7,4,majority,none,2,car_other,42,none,own,1,skilled,1,none,yes,No Risk
252,no_checking,17,credits_paid_to_date,car_new,2720,100_to_500,1_to_4,3,majority,none,4,savings_insurance,34,none,rent,1,management_self-employed,1,none,yes,No Risk
253,less_0,20,prior_payments_delayed,retraining,2305,less_100,greater_7,4,minority,none,3,car_other,45,none,own,2,skilled,1,yes,no,Risk
254,less_0,14,prior_payments_delayed,repairs,250,less_100,unemployed,1,majority,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk
255,greater_200,24,credits_paid_to_date,furniture,3428,500_to_1000,4_to_7,4,majority,none,4,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk
256,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,majority,none,2,savings_insurance,23,none,own,1,skilled,1,none,yes,No Risk
257,no_checking,40,prior_payments_delayed,vacation,5585,500_to_1000,4_to_7,5,majority,none,4,car_other,42,none,own,2,skilled,1,yes,yes,No Risk
258,less_0,17,prior_payments_delayed,car_new,3366,less_100,1_to_4,2,minority,none,2,car_other,31,stores,own,1,skilled,1,none,yes,Risk
259,no_checking,26,prior_payments_delayed,car_used,7192,100_to_500,1_to_4,3,majority,none,3,car_other,50,stores,own,2,unskilled,1,yes,yes,No Risk
260,no_checking,27,prior_payments_delayed,appliances,6932,100_to_500,4_to_7,5,minority,none,4,car_other,35,none,own,1,management_self-employed,1,yes,yes,Risk
261,no_checking,33,prior_payments_delayed,furniture,4603,500_to_1000,greater_7,4,majority,none,3,unknown,59,none,own,2,skilled,1,yes,yes,No Risk
262,no_checking,19,credits_paid_to_date,car_new,1005,500_to_1000,1_to_4,2,minority,none,3,real_estate,33,bank,own,1,unskilled,1,yes,yes,Risk
263,0_to_200,15,credits_paid_to_date,furniture,3481,500_to_1000,1_to_4,2,majority,none,3,car_other,43,none,own,1,skilled,2,yes,yes,No Risk
264,no_checking,21,credits_paid_to_date,retraining,4789,100_to_500,greater_7,3,majority,none,4,savings_insurance,43,none,own,2,management_self-employed,1,yes,yes,No Risk
265,no_checking,32,outstanding_credit,vacation,6483,500_to_1000,4_to_7,3,minority,none,4,unknown,44,none,own,2,skilled,1,yes,yes,Risk
266,greater_200,22,credits_paid_to_date,car_used,250,less_100,1_to_4,3,minority,none,3,real_estate,37,none,own,1,skilled,1,none,yes,Risk
267,less_0,9,no_credits,car_new,438,less_100,unemployed,1,majority,co-applicant,2,savings_insurance,30,stores,own,2,unskilled,1,none,yes,No Risk
268,less_0,11,all_credits_paid_back,furniture,850,less_100,less_1,2,majority,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
269,no_checking,28,prior_payments_delayed,car_used,4649,100_to_500,4_to_7,4,minority,none,3,savings_insurance,44,none,own,2,skilled,1,none,yes,Risk
270,less_0,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,majority,none,2,real_estate,19,stores,rent,2,unskilled,1,none,yes,No Risk
271,no_checking,30,prior_payments_delayed,car_used,5241,100_to_500,1_to_4,2,majority,none,3,savings_insurance,37,none,own,1,skilled,2,yes,yes,No Risk
272,0_to_200,42,prior_payments_delayed,repairs,1420,500_to_1000,greater_7,3,minority,none,2,car_other,26,stores,own,1,unskilled,1,none,yes,Risk
273,greater_200,21,credits_paid_to_date,car_used,3170,greater_1000,greater_7,3,majority,none,2,savings_insurance,41,none,rent,1,skilled,1,none,yes,No Risk
274,0_to_200,28,credits_paid_to_date,radio_tv,337,100_to_500,less_1,1,minority,none,2,car_other,21,stores,own,1,skilled,1,none,yes,Risk
275,0_to_200,21,credits_paid_to_date,car_new,2638,less_100,1_to_4,3,majority,none,3,savings_insurance,27,none,own,2,skilled,1,yes,yes,No Risk
276,no_checking,30,prior_payments_delayed,radio_tv,9560,100_to_500,4_to_7,3,majority,co-applicant,3,unknown,39,none,free,2,skilled,1,none,yes,No Risk
277,0_to_200,18,prior_payments_delayed,radio_tv,4560,500_to_1000,1_to_4,3,majority,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk
278,no_checking,45,prior_payments_delayed,other,6580,500_to_1000,4_to_7,4,majority,none,4,car_other,32,none,own,1,skilled,1,yes,yes,No Risk
279,less_0,20,prior_payments_delayed,radio_tv,1023,100_to_500,greater_7,3,majority,none,2,savings_insurance,33,none,rent,2,skilled,1,none,yes,No Risk
280,0_to_200,4,all_credits_paid_back,car_new,332,less_100,1_to_4,2,majority,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk
281,less_0,13,prior_payments_delayed,furniture,690,less_100,1_to_4,3,majority,none,3,savings_insurance,27,none,own,1,skilled,2,yes,yes,No Risk
282,less_0,4,no_credits,car_new,250,less_100,unemployed,1,minority,none,1,real_estate,20,none,rent,2,skilled,1,none,yes,Risk
283,no_checking,44,prior_payments_delayed,radio_tv,5275,unknown,greater_7,5,majority,co-applicant,5,unknown,53,none,free,2,skilled,2,yes,yes,No Risk
284,no_checking,48,outstanding_credit,other,8310,500_to_1000,4_to_7,5,majority,co-applicant,4,unknown,36,none,free,2,skilled,2,yes,yes,No Risk
285,0_to_200,19,prior_payments_delayed,retraining,3944,100_to_500,1_to_4,2,minority,none,2,car_other,43,none,own,2,skilled,1,none,yes,Risk
286,less_0,4,all_credits_paid_back,education,250,100_to_500,less_1,1,majority,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
287,0_to_200,26,credits_paid_to_date,retraining,2987,100_to_500,less_1,2,minority,none,2,savings_insurance,39,none,own,1,skilled,1,none,yes,Risk
288,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,minority,none,2,real_estate,19,bank,rent,1,unskilled,1,none,yes,Risk
289,no_checking,39,prior_payments_delayed,repairs,6418,500_to_1000,4_to_7,5,majority,none,4,car_other,43,none,free,2,management_self-employed,1,yes,no,No Risk
290,less_0,6,prior_payments_delayed,car_new,1918,less_100,less_1,2,majority,none,1,car_other,19,none,own,1,skilled,1,none,yes,No Risk
291,no_checking,31,prior_payments_delayed,business,6811,100_to_500,1_to_4,3,majority,none,4,savings_insurance,56,none,own,2,management_self-employed,2,yes,yes,No Risk
292,less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,1,minority,none,2,car_other,31,none,own,1,skilled,1,yes,yes,Risk
293,no_checking,40,prior_payments_delayed,vacation,6795,greater_1000,4_to_7,3,minority,co-applicant,2,unknown,40,bank,own,2,unskilled,2,yes,yes,Risk
294,0_to_200,33,outstanding_credit,vacation,1006,500_to_1000,4_to_7,4,majority,none,3,car_other,26,none,own,2,skilled,1,none,yes,No Risk
295,less_0,20,credits_paid_to_date,car_used,4042,500_to_1000,4_to_7,3,majority,co-applicant,2,car_other,40,none,own,1,skilled,1,yes,yes,No Risk
296,0_to_200,17,credits_paid_to_date,car_new,250,less_100,less_1,1,minority,none,1,real_estate,27,none,own,1,skilled,1,none,yes,Risk
297,0_to_200,25,credits_paid_to_date,retraining,4411,less_100,4_to_7,2,majority,none,1,savings_insurance,35,stores,own,2,skilled,1,none,yes,No Risk
298,no_checking,12,credits_paid_to_date,car_new,484,100_to_500,less_1,2,minority,none,2,real_estate,29,none,own,1,skilled,1,none,yes,Risk
299,less_0,12,all_credits_paid_back,car_new,536,less_100,1_to_4,2,minority,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,Risk
300,less_0,12,all_credits_paid_back,car_new,250,500_to_1000,1_to_4,1,majority,none,2,real_estate,29,stores,rent,1,skilled,1,none,yes,No Risk
301,0_to_200,23,outstanding_credit,appliances,2649,500_to_1000,1_to_4,2,majority,none,2,car_other,32,none,own,2,skilled,1,none,yes,No Risk
302,less_0,22,prior_payments_delayed,furniture,1779,greater_1000,greater_7,3,majority,none,3,car_other,31,stores,own,2,skilled,2,yes,yes,No Risk
303,0_to_200,17,prior_payments_delayed,radio_tv,2164,100_to_500,less_1,2,majority,none,3,savings_insurance,36,none,own,1,management_self-employed,1,yes,yes,No Risk
304,0_to_200,12,credits_paid_to_date,car_new,296,500_to_1000,1_to_4,2,majority,none,2,savings_insurance,21,none,own,3,skilled,1,none,yes,No Risk
305,greater_200,21,credits_paid_to_date,radio_tv,4722,less_100,4_to_7,3,minority,none,3,car_other,44,none,own,2,skilled,1,none,yes,Risk
306,less_0,7,all_credits_paid_back,car_used,779,100_to_500,less_1,1,minority,none,2,real_estate,28,none,own,2,skilled,1,none,yes,Risk
307,no_checking,50,outstanding_credit,appliances,10184,greater_1000,greater_7,5,majority,co-applicant,5,unknown,53,none,own,3,skilled,2,yes,yes,No Risk
308,less_0,15,credits_paid_to_date,car_used,250,500_to_1000,4_to_7,3,majority,none,1,savings_insurance,28,none,rent,1,skilled,1,none,yes,No Risk
309,no_checking,32,outstanding_credit,repairs,6169,unknown,greater_7,5,minority,co-applicant,5,unknown,47,stores,own,3,unskilled,2,yes,yes,Risk
310,no_checking,19,outstanding_credit,retraining,8121,100_to_500,4_to_7,4,majority,none,3,unknown,38,stores,own,1,unskilled,1,none,yes,No Risk
